"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:pagePath""}";"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:date""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:visits""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:visitors""}";"{""columnType"":""METRIC"";""dataType"":""TIME"";""name"":""ga:avgTimeOnPage""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:pageviews""}";"{""columnType"":""METRIC"";""dataType"":""TIME"";""name"":""ga:timeOnPage""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:uniquepageviews""}";
/media;20091228;2;4;39.0;4;117.0;4;
/media;20091229;0;1;281.0;1;281.0;1;
/media;20091230;0;1;11.5;2;23.0;1;
/media;20091231;1;6;18.333.333.333.333.300;7;55.0;6;
/media;20100101;0;2;0.0;2;0.0;2;
/media;20100102;0;1;18.25;4;73.0;1;
/media;20100103;0;2;30.25;4;121.0;2;
/media;20100104;2;6;12.636.363.636.363.600;12;139.0;6;
/media;20100105;1;4;5.794.117.647.058.820;19;985.0;5;
/media;20100106;0;5;17.55;22;351.0;5;
/media;20100107;1;13;13.333.333.333.333.300;27;320.0;13;
/media;20100108;1;8;16.636.363.636.363.600;16;183.0;9;
/media;20100109;0;8;32.4;20;486.0;9;
/media;20100110;0;5;13.181.818.181.818.100;13;145.0;5;
/media;20100111;2;7;17.454.545.454.545.400;14;192.0;8;
/media;20100112;0;7;7.65;21;153.0;8;
/media;20100113;2;5;12.666.666.666.666.600;7;76.0;5;
/media;20100114;0;2;8.333.333.333.333.330;3;25.0;2;
/media;20100115;0;3;14.5;8;87.0;3;
/media;20100116;1;1;8.666.666.666.666.660;4;26.0;1;
/media;20100117;0;3;11.0;9;77.0;3;
/media;20100118;1;6;9.914.285.714.285.710;39;347.0;6;
/media;20100119;0;4;9.0;10;81.0;4;
/media;20100120;0;4;16.045.454.545.454.500;24;353.0;4;
/media;20100121;4;16;11.930.232.558.139.500;49;513.0;21;
/media;20100122;0;6;10.615.384.615.384.600;15;138.0;7;
/media;20100123;1;4;8.8;5;44.0;4;
/media;20100124;0;7;17.285.714.285.714.200;11;121.0;7;
/media;20100125;3;12;11.481.481.481.481.400;34;310.0;14;
/media;20100126;3;12;12.071.428.571.428.500;34;338.0;13;
/media;20100127;0;4;7.076.923.076.923.070;15;92.0;5;
/media;20100128;0;5;7.25;10;58.0;6;
/media;20100129;0;9;41.0;17;656.0;13;
/media;20100130;1;6;7.993.333.333.333.330;17;1199.0;7;
/media;20100131;3;10;14.785.714.285.714.200;44;621.0;10;
/media;20100201;2;12;2.959.259.259.259.250;32;799.0;13;
/media;20100202;2;11;29.0;16;290.0;11;
/media;20100203;1;9;15.2;19;228.0;10;
/media;20100204;0;12;4.013.513.513.513.510;39;1485.0;14;
/media;20100205;2;7;11.166.666.666.666.600;43;469.0;8;
/media;20100206;4;7;14.518.518.518.518.500;30;392.0;7;
/media;20100207;1;7;11.928.571.428.571.400;15;167.0;8;
/media;20100208;0;5;10.285.714.285.714.200;16;144.0;5;
/media;20100209;2;13;30.244.444.444.444.400;52;1361.0;16;
/media;20100210;5;12;14.137.254.901.960.700;56;721.0;15;
/media;20100211;1;17;21.045.454.545.454.500;26;463.0;18;
/media;20100212;1;4;13.545.454.545.454.500;13;149.0;4;
/media;20100213;1;4;130.625;17;209.0;4;
/media;20100214;2;3;7.333.333.333.333.330;7;44.0;3;
/media;20100215;3;11;3.049.019.607.843.130;51;1555.0;14;
/media;20100216;1;8;17.2;29;430.0;8;
/media;20100217;2;14;20.870.967.741.935.400;34;647.0;18;
/media;20100218;2;14;40.411.764.705.882.300;24;687.0;14;
/media;20100219;1;9;10.388.059.701.492.500;69;696.0;12;
/media;20100220;1;3;11.0;6;66.0;3;
/media;20100221;3;8;29.875;28;717.0;8;
/media;20100222;2;12;22.728.813.559.322.000;61;1341.0;13;
/media;20100223;3;13;13.905.405.405.405.400;81;1029.0;19;
/media;20100224;2;10;13.24;31;331.0;10;
/media;20100225;2;12;9.904.761.904.761.900;24;208.0;12;
/media;20100226;1;6;128.125;19;205.0;6;
/media;20100227;2;6;62.888.888.888.888.800;11;566.0;6;
/media;20100228;0;3;23.0;4;46.0;3;
/media;20100301;2;9;11.178.571.428.571.400;30;313.0;12;
/media;20100302;0;6;9.0;12;81.0;6;
/media;20100303;0;9;1.661.818.181.818.180;28;3656.0;10;
/media;20100304;1;8;888.888.888.888.889;20;160.0;8;
/media;20100305;3;12;4.290.625;69;2746.0;17;
/media;20100306;1;6;13.210.526.315.789.400;39;502.0;6;
/media;20100307;2;3;9.846.153.846.153.840;16;128.0;3;
/media;20100308;1;6;16.210.526.315.789.400;20;308.0;7;
/media;20100309;3;8;33.5;15;402.0;9;
/media;20100310;1;10;42.9;27;858.0;11;
/media;20100311;2;7;14.575;44;583.0;9;
/media;20100312;1;4;24.0;13;312.0;4;
/media;20100313;2;8;22.323.529.411.764.700;37;759.0;8;
/media;20100314;1;3;73.0;3;73.0;3;
/media;20100315;4;8;8.023.255.813.953.480;47;345.0;9;
/media;20100316;0;10;23.8;62;1428.0;10;
/media;20100317;2;7;2.190.909.090.909.090;24;482.0;7;
/media;20100318;2;11;10.2;31;255.0;12;
/media;20100319;0;14;17.736.842.105.263.100;24;337.0;15;
/media;20100320;1;5;11.0;7;22.0;5;
/media;20100321;1;2;6.4;5;32.0;2;
/media;20100322;0;8;94.375;19;151.0;9;
/media;20100323;2;12;22.133.333.333.333.300;67;1328.0;18;
/media;20100324;2;19;19.558.139.534.883.700;49;841.0;21;
/media;20100325;0;5;9.083.333.333.333.330;12;109.0;5;
/media;20100326;1;6;27.545.454.545.454.500;13;303.0;6;
/media;20100327;0;3;5.333.333.333.333.330;11;48.0;3;
/media;20100328;2;9;8.416.666.666.666.660;15;101.0;9;
/media;20100329;0;9;1.474.074.074.074.070;28;398.0;9;
/media;20100330;3;13;17.384.615.384.615.300;56;904.0;14;
/media;20100331;6;21;34.154.639.175.257.700;105;3313.0;25;
/media;20100401;4;8;31.285.714.285.714.200;40;1095.0;12;
/media;20100402;2;5;8.7;12;87.0;6;
/media;20100403;2;5;5.794.444.444.444.440;37;2086.0;5;
/media;20100404;1;2;24.666.666.666.666.600;6;148.0;2;
/media;20100405;1;3;28.4;10;284.0;3;
/media;20100406;2;12;12.333.333.333.333.300;29;333.0;14;
/media;20100407;0;7;10.666.666.666.666.600;18;160.0;9;
/media;20100408;1;21;20.789.473.684.210.500;85;1580.0;22;
/media;20100409;1;7;12.25;21;196.0;8;
/media;20100411;1;3;16.583.333.333.333.300;12;199.0;4;
/media;20100412;7;5;4.782.608.695.652.170;52;2200.0;11;
/media;20100413;3;11;8.757.575.757.575.750;38;289.0;12;
/media;20100414;2;5;10.571.428.571.428.500;9;74.0;5;
/media;20100415;1;5;11.533.333.333.333.300;16;173.0;5;
/media;20100416;3;9;16.608.695.652.173.900;26;382.0;9;
/media;20100417;0;4;60.25;4;241.0;4;
/media;20100419;0;4;63.5;10;635.0;5;
/media;20100420;5;10;10.222.222.222.222.200;17;92.0;12;
/media;20100421;1;7;16.210.526.315.789.400;19;308.0;7;
/media;20100422;0;3;12.130.434.782.608.600;23;279.0;3;
/media;20100423;4;10;4.922.784.810.126.580;82;3889.0;14;
/media;20100424;1;4;51.8;8;259.0;4;
/media;20100425;1;2;13.0;2;26.0;2;
/media;20100426;3;11;7.178.260.869.565.210;27;1651.0;11;
/media;20100427;1;6;943.913.043.478.261;24;2171.0;7;
/media;20100428;0;8;17.555.555.555.555.500;27;474.0;8;
/media;20100429;0;8;27.636.363.636.363.600;11;304.0;8;
/media;20100430;1;4;14.666.666.666.666.600;7;44.0;4;
/media;20100501;4;7;16.541.666.666.666.600;17;1985.0;8;
/media;20100502;2;10;4.677.777.777.777.770;21;842.0;12;
/media;20100503;4;11;10.371.428.571.428.500;37;363.0;12;
/media;20100504;5;19;12.408.163.265.306.100;56;608.0;20;
/media;20100505;2;8;7.916.666.666.666.660;15;95.0;10;
/media;20100506;5;20;44.614.285.714.285.700;80;3123.0;21;
/media;20100507;5;8;4.637.837.837.837.830;154;6864.0;13;
/media;20100508;2;9;4.955.844.155.844.150;83;3816.0;13;
/media;20100509;2;6;7.631.578.947.368.420;20;145.0;6;
/media;20100510;5;13;299.375;38;958.0;14;
/media;20100511;7;17;29.522.727.272.727.200;228;6495.0;26;
/media;20100512;2;10;16.714.285.714.285.700;25;351.0;10;
/media;20100513;1;9;11.625;12;93.0;9;
/media;20100514;5;17;3.322.222.222.222.220;52;1495.0;23;
/media;20100515;5;8;10.666.666.666.666.600;13;96.0;8;
/media;20100516;2;7;17.4;18;261.0;8;
/media;20100517;1;12;3.277.777.777.777.770;68;2065.0;14;
/media;20100518;3;15;1.779.591.836.734.690;54;872.0;16;
/media;20100519;4;9;6.5;18;78.0;11;
/media;20100520;4;8;23.625;14;189.0;12;
/media;20100521;5;7;11.0;19;143.0;10;
/media;20100522;1;6;1.311.111.111.111.110;23;236.0;6;
/media;20100523;1;5;7.2;8;36.0;5;
/media;20100524;0;6;10.2;18;153.0;6;
/media;20100525;3;15;11.7;36;351.0;15;
/media;20100526;7;13;12.333.333.333.333.300;29;259.0;15;
/media;20100527;4;15;18.595.238.095.238.000;47;781.0;18;
/media;20100528;2;10;9.533.333.333.333.330;20;143.0;10;
/media;20100529;0;8;12.054.054.054.054.000;39;446.0;9;
/media;20100530;4;7;28.147.058.823.529.400;71;1914.0;10;
/media;20100531;3;10;10.633.333.333.333.300;32;319.0;10;
/media;20100601;0;11;14.640.625;66;937.0;13;
/media;20100602;2;13;12.423.913.043.478.200;97;1143.0;18;
/media;20100603;2;27;5.338.513.513.513.510;160;7901.0;31;
/media;20100604;0;15;8.447.368.421.052.630;39;321.0;16;
/media;20100605;0;4;11.636.363.636.363.600;23;256.0;5;
/media;20100606;0;5;10.555.555.555.555.500;18;190.0;7;
/media;20100607;2;14;4.892.857.142.857.140;19;685.0;14;
/media;20100608;7;19;12.967.213.114.754.000;131;1582.0;26;
/media;20100609;4;18;43.172.413.793.103.400;32;1252.0;20;
/media;20100610;6;13;13.285.714.285.714.200;33;372.0;16;
/media;20100611;0;12;1.993.103.448.275.860;32;578.0;14;
/media;20100612;0;5;17.333.333.333.333.300;7;104.0;5;
/media;20100613;0;2;4.0;9;32.0;3;
/media;20100614;1;8;98.125;18;157.0;10;
/media;20100615;1;8;15.666.666.666.666.600;22;329.0;11;
/media;20100616;0;6;12.217.391.304.347.800;23;281.0;7;
/media;20100617;1;8;1.963.157.894.736.840;23;373.0;8;
/media;20100618;4;9;43.183.673.469.387.700;50;2116.0;14;
/media;20100619;1;6;5.714.285.714.285.710;9;40.0;6;
/media;20100620;2;6;7.0;7;21.0;6;
/media;20100621;0;6;12.392.857.142.857.100;28;347.0;6;
/media;20100622;1;7;49.875;18;798.0;9;
/media;20100623;1;8;10.666.666.666.666.600;10;96.0;8;
/media;20100624;4;6;41.5;100;3984.0;14;
/media;20100625;6;7;7.611.111.111.111.110;21;137.0;11;
/media;20100626;2;3;15.8;7;79.0;3;
/media;20100627;1;1;0.0;1;0.0;1;
/media;20100628;2;10;4.605.882.352.941.170;19;783.0;11;
/media;20100629;2;5;188.125;19;301.0;5;
/media;20100630;1;8;8.958.333.333.333.330;27;215.0;9;
/media;20100703;1;5;15.181.818.181.818.100;15;167.0;5;
/media;20100704;2;4;22.0;4;44.0;4;
/media;20100705;0;1;24.75;5;99.0;1;
/media;20100706;2;6;7.3;14;73.0;8;
/media;20100707;3;12;2.443.859.649.122.800;63;1393.0;15;
/media;20100708;1;4;22.0;5;88.0;4;
/media;20100709;4;9;4.962.068.965.517.240;61;2878.0;15;
/media;20100710;1;6;5.4;9;27.0;6;
/media;20100711;0;4;22.2;6;111.0;4;
/media;20100712;0;2;12.333.333.333.333.300;4;37.0;2;
/media;20100713;1;7;15.545.454.545.454.500;12;171.0;9;
/media;20100714;4;12;18.875;45;755.0;13;
/media;20100715;3;9;14.833.333.333.333.300;32;445.0;9;
/media;20100716;1;6;9.571.428.571.428.570;17;134.0;9;
/media;20100717;2;1;28.666.666.666.666.600;8;172.0;3;
/media;20100718;3;6;13.8;14;138.0;6;
/media;20100719;3;7;8.857.142.857.142.850;15;124.0;11;
/media;20100720;4;15;4.823.076.923.076.920;46;1881.0;18;
/media;20100721;2;4;17.922.222.222.222.200;9;1613.0;5;
/media;20100722;4;6;35.829.268.292.682.900;44;1469.0;11;
/media;20100723;2;6;22.0;10;198.0;6;
/media;20100724;1;3;10.368.421.052.631.500;21;197.0;3;
/media;20100725;0;5;7.0;6;21.0;5;
/media;20100726;0;2;34.8;6;174.0;2;
/media;20100727;4;8;9.296.296.296.296.290;33;251.0;12;
/media;20100728;0;7;7.933.333.333.333.330;13;714.0;8;
/media;20100729;4;9;296.875;22;475.0;11;
/media;20100730;2;7;6.126.984.126.984.120;65;386.0;11;
/media;20100731;1;2;15.0;4;60.0;2;
/media;20100801;0;6;11.846.153.846.153.800;13;154.0;6;
/media;20100802;5;13;34.515.151.515.151.500;41;1139.0;15;
/media;20100803;5;8;12.705.882.352.941.100;20;216.0;11;
/media;20100804;2;9;21.565.217.391.304.300;25;496.0;10;
/media;20100805;1;8;13.866.666.666.666.600;18;208.0;8;
/media;20100806;2;7;6.666.666.666.666.660;18;100.0;8;
/media;20100807;1;4;9.666.666.666.666.660;8;58.0;4;
/media;20100808;2;8;10.972.222.222.222.200;39;395.0;9;
/media;20100809;2;4;5.157.142.857.142.850;9;361.0;5;
/media;20100810;1;10;16.266.666.666.666.600;18;244.0;10;
/media;20100811;2;9;54.75;18;876.0;9;
/media;20100812;0;4;7.25;5;29.0;4;
/media;20100813;2;5;12.588.888.888.888.800;10;1133.0;5;
/media;20100814;0;2;12.25;4;49.0;2;
/media;20100815;1;6;24.653.846.153.846.100;26;641.0;6;
/media;20100816;1;8;14.5;19;232.0;8;
/media;20100817;0;2;29.0;2;58.0;2;
/media;20100818;0;4;72.25;9;578.0;4;
/media;20100819;0;2;11.444.444.444.444.400;20;206.0;3;
/media;20100820;4;6;31.25;9;125.0;6;
/media;20100821;0;1;1.0;1;1.0;1;
/media;20100822;1;4;9.857.142.857.142.850;17;138.0;4;
/media;20100823;2;8;113.125;21;181.0;8;
/media;20100824;6;7;7.266.666.666.666.660;47;327.0;10;
/media;20100825;2;6;8.962.962.962.962.960;29;242.0;7;
/media;20100826;1;8;9.75;15;117.0;8;
/media;20100827;3;5;5.12;26;128.0;8;
/media;20100828;2;6;13.0;7;65.0;6;
/media;20100829;3;10;13.894.736.842.105.200;21;264.0;11;
/media;20100830;1;7;31.5;10;189.0;7;
/media;20100831;1;4;12.612.903.225.806.400;32;391.0;8;
/media;20100901;2;18;1.810.322.580.645.160;164;2806.0;21;
/media;20100902;1;11;8.566.666.666.666.660;32;257.0;11;
/media;20100903;3;10;26.371.794.871.794.800;81;2057.0;12;
/media;20100904;1;7;14.5;28;377.0;8;
/media;20100905;3;11;17.285.714.285.714.200;32;484.0;16;
/media;20100906;4;16;12.1;56;605.0;21;
/media;20100907;2;14;49.223.684.210.526.300;79;3741.0;17;
/media;20100908;5;14;11.066.666.666.666.600;111;1162.0;20;
/media;20100909;2;15;13.722.222.222.222.200;38;494.0;17;
/media;20100910;3;11;6.226.190.476.190.470;86;523.0;14;
/media;20100911;2;7;15.2;16;152.0;7;
/media;20100912;3;11;50.2;27;1004.0;13;
/media;20100913;3;22;1.918.705.035.971.220;145;2667.0;23;
/media;20100914;2;13;5.826.589.595.375.720;175;1008.0;15;
/media;20100915;0;13;37.372.093.023.255.800;44;1607.0;14;
/media;20100916;2;18;12.543.859.649.122.800;62;715.0;20;
/media;20100917;0;15;22.0;93;1914.0;18;
/media;20100918;1;8;43.333.333.333.333.300;9;130.0;8;
/media;20100919;0;8;248.125;18;397.0;8;
/media;20100920;2;12;25.333.333.333.333.300;43;1064.0;15;
/media;20100921;2;21;4.584.090.909.090.900;54;2017.0;26;
/media;20100922;2;14;9.002.631.578.947.360;45;3421.0;18;
/media;20100923;4;15;14.065.217.391.304.300;52;647.0;18;
/media;20100924;3;6;8.313.432.835.820.890;70;557.0;9;
/media;20100925;0;8;8.865.217.391.304.340;25;2039.0;8;
/media;20100926;0;7;12.0;14;120.0;8;
/media;20100927;2;18;12.127.272.727.272.700;60;667.0;20;
/media;20100928;1;15;14.5;46;580.0;18;
/media;20100929;2;27;20.360.655.737.704.900;195;3726.0;28;
/media;20100930;4;16;4.405.769.230.769.230;60;2291.0;20;
/media;20101001;1;11;15.8;22;237.0;11;
/media;20101002;0;9;34.270.270.270.270.200;41;1268.0;9;
/media;20101003;0;10;8.047.619.047.619.040;22;169.0;10;
/media;20101004;0;16;13.147.058.823.529.400;42;447.0;16;
/media;20101005;2;17;17.183.673.469.387.700;56;842.0;22;
/media;20101006;3;18;14.919.354.838.709.600;70;925.0;20;
/media;20101007;1;16;3.127.027.027.027.020;42;1157.0;17;
/media;20101008;1;25;10.666.666.666.666.600;54;480.0;25;
/media;20101009;3;15;14.529.411.764.705.800;21;247.0;15;
/media;20101010;3;13;19.264.705.882.352.900;39;655.0;13;
/media;20101011;2;13;10.25;21;164.0;13;
/media;20101012;1;16;24.366.666.666.666.600;37;731.0;18;
/media;20101013;2;20;1.940.625;71;1242.0;25;
/media;20101014;2;13;18.846.153.846.153.800;32;490.0;15;
/media;20101015;0;17;35.588.235.294.117.600;55;1815.0;22;
/media;20101016;0;13;11.882.352.941.176.400;59;606.0;16;
/media;20101017;0;14;6.486.666.666.666.660;36;1946.0;15;
/media;20101018;1;14;15.75;42;567.0;16;
/media;20101019;2;19;26.055.555.555.555.500;59;1407.0;21;
/media;20101020;0;20;4.678.048.780.487.800;51;1918.0;22;
/media;20101021;1;13;8.5;21;136.0;13;
/media;20101022;1;9;5.75;17;69.0;9;
/media;20101023;0;7;3.372.727.272.727.270;15;371.0;7;
/media;20101024;0;9;15.777.777.777.777.700;21;284.0;9;
/media;20101025;0;16;46.0;47;1978.0;18;
/media;20101026;0;20;3.090.909.090.909.090;41;1020.0;21;
/media;20101027;3;63;22.388.429.752.066.100;141;2709.0;65;
/media;20101028;2;42;3.446.078.431.372.540;114;3515.0;44;
/media;20101029;5;18;4.846.938.775.510.200;60;2375.0;21;
/media;20101030;1;19;12.682.926.829.268.200;48;520.0;22;
/media;20101031;1;12;10.586.206.896.551.700;34;307.0;13;
/media;20101101;2;30;13.261.538.461.538.400;78;862.0;32;
/media;20101102;0;18;2.715.714.285.714.280;74;1901.0;20;
/media;20101103;3;29;13.203.703.703.703.700;121;1426.0;33;
/media;20101104;2;30;47.825.688.073.394.400;119;5213.0;36;
/media;20101105;0;28;15.037.037.037.037.000;61;812.0;30;
/media;20101106;4;10;13.357.142.857.142.800;46;561.0;15;
/media;20101107;2;15;15.083.333.333.333.300;42;543.0;16;
/media;20101108;7;39;25.557.142.857.142.800;156;3578.0;47;
/media;20101109;3;39;5.283.647.798.742.130;171;8401.0;48;
/media;20101110;5;31;1.263.758.389.261.740;160;1883.0;38;
/media;20101111;3;45;24.583.333.333.333.300;133;2950.0;47;
/media;20101112;2;30;26.346.153.846.153.800;62;1370.0;32;
/media;20101113;1;21;14.610.169.491.525.400;66;862.0;21;
/media;20101114;0;8;12.333.333.333.333.300;10;74.0;8;
/media;20101115;3;22;19.114.285.714.285.700;78;1338.0;24;
/media;20101116;2;63;1.803.174.603.174.600;205;3408.0;70;
/media;20101117;6;39;26.71;218;5342.0;51;
/media;20101118;3;28;23.884.057.971.014.400;79;1648.0;35;
/media;20101119;6;22;18.933.333.333.333.300;68;1136.0;26;
/media;20101120;5;17;7.796.875;38;2495.0;19;
/media;20101121;1;14;2.178.048.780.487.800;48;893.0;16;
/media;20101122;3;18;14.177.777.777.777.700;54;638.0;20;
/media;20101123;5;19;13.478.260.869.565.200;54;620.0;22;
/media;20101124;4;14;51.65;26;1033.0;17;
/media;20101125;6;36;2.626.153.846.153.840;84;1707.0;39;
/media;20101126;6;26;205.177.304.964.539;151;2893.0;32;
/media;20101127;6;33;16.056.818.181.818.100;106;1413.0;38;
/media;20101128;4;33;2.290.566.037.735.840;117;2428.0;36;
/media;20101129;1;30;13.204.545.454.545.400;98;1162.0;31;
/media;20101130;4;33;23.776.785.714.285.700;124;2663.0;38;
/media;20101201;4;21;1.221.875;167;1955.0;23;
/media;20101202;2;20;16.952.229.299.363.000;325;5323.0;26;
/media;20101203;7;20;10.588.235.294.117.600;112;1080.0;27;
/media;20101204;0;6;28.166.666.666.666.600;14;338.0;6;
/media;20101205;3;16;18.304.347.826.086.900;54;842.0;19;
/media;20101206;11;19;15.151.515.151.515.100;182;2500.0;33;
/media;20101207;8;22;45.2;133;5198.0;31;
/media;20101208;7;18;11.702.702.702.702.700;81;866.0;27;
/media;20101209;1;15;780.909.090.909.091;29;1718.0;19;
/media;20101210;2;15;28.970.149.253.731.300;73;1941.0;18;
/media;20101211;0;7;11.403.846.153.846.100;54;593.0;8;
/media;20101212;2;20;12.565.217.391.304.300;33;289.0;20;
/media;20101213;2;30;3.191.588.785.046.720;122;3415.0;34;
/media;20101214;9;24;31.874.125.874.125.800;153;4558.0;32;
/media;20101215;1;26;20.972.602.739.726.000;81;1531.0;27;
/media;20101216;3;22;23.692.307.692.307.600;320;7392.0;27;
/media;20101217;1;10;14.931.818.181.818.100;49;657.0;11;
/media;20101218;0;7;88.125;20;141.0;8;
/media;20101219;2;17;12.709.090.909.090.900;59;699.0;19;
/media;20101220;1;17;3.464.102.564.102.560;46;1351.0;21;
/media;20101221;2;16;3.570.754.716.981.130;114;3785.0;23;
/media;20101222;2;28;25.791.304.347.826.000;125;2966.0;32;
/media;20101223;4;17;12.68;81;951.0;22;
/media;20101224;0;4;21.528.571.428.571.400;7;1507.0;4;
/media;20101225;0;10;5.148.717.948.717.940;45;2008.0;10;
/media;20101226;0;9;2.311.111.111.111.110;16;208.0;9;
/media;20101227;0;12;2.053.968.253.968.250;66;1294.0;15;
/media;20101228;3;21;10.666.666.666.666.600;52;448.0;22;
/media;20101229;1;22;12.241.379.310.344.800;94;1065.0;24;
/media;20101230;2;22;33.18;58;1659.0;24;
/media;20101231;1;5;12.166.666.666.666.600;11;73.0;6;
/media;20110101;0;14;16.485.714.285.714.200;40;577.0;15;
/media;20110102;3;16;26.790.697.674.418.600;49;1152.0;18;
/media;20110103;1;15;13.447.368.421.052.600;47;511.0;16;
/media;20110104;2;20;6.866.666.666.666.660;55;3090.0;22;
/media;20110105;3;12;33.333.333.333.333.300;33;900.0;15;
/media;20110106;0;21;16.324.324.324.324.300;43;604.0;22;
/media;20110107;2;24;893.529.411.764.706;56;4557.0;26;
/media;20110108;2;18;1.581.159.420.289.850;77;1091.0;19;
/media;20110109;1;10;46.4;15;464.0;10;
/media;20110110;3;17;30.94;55;1547.0;18;
/media;20110111;3;20;2.451.851.851.851.850;63;1324.0;25;
/media;20110112;1;20;6.0;136;774.0;22;
/media;20110113;3;25;1.727.659.574.468.080;58;812.0;26;
/media;20110114;1;19;2.488.888.888.888.880;38;672.0;19;
/media;20110115;0;9;19.541.666.666.666.600;27;469.0;10;
/media;20110116;0;18;40.142.857.142.857.100;66;2248.0;19;
/media;20110117;2;21;3.644.444.444.444.440;55;1640.0;23;
/media;20110118;3;22;3.834.722.222.222.220;79;2761.0;30;
/media;20110119;3;26;43.526.315.789.473.600;105;4135.0;31;
/media;20110120;6;23;21.0;173;3423.0;33;
/media;20110121;0;20;2.778.125;76;1778.0;27;
/media;20110122;0;13;13.621.621.621.621.600;42;504.0;14;
/media;20110123;0;14;11.931.034.482.758.600;37;346.0;14;
/media;20110124;3;21;25.972.972.972.972.900;50;961.0;22;
/media;20110125;3;15;15.015.151.515.151.500;71;991.0;18;
/media;20110126;0;22;26.508.474.576.271.100;67;1564.0;24;
/media;20110127;1;17;3.594.117.647.058.820;26;611.0;17;
/media;20110128;1;22;17.914.285.714.285.700;114;1881.0;24;
/media;20110129;2;13;55.142.857.142.857.100;23;1158.0;13;
/media;20110130;0;11;18.558.823.529.411.700;38;631.0;11;
/media;20110131;2;13;28.75;29;690.0;14;
/media;20110201;7;23;32.504.273.504.273.500;131;3803.0;30;
/media;20110202;3;24;1.932.075.471.698.110;63;1024.0;27;
/media;20110203;4;19;4.083.673.469.387.750;59;2001.0;23;
/media;20110204;1;22;37.541.666.666.666.600;56;1802.0;24;
/media;20110205;0;17;10.837.837.837.837.800;46;401.0;17;
/media;20110206;1;19;12.454.545.454.545.400;71;822.0;22;
/media;20110207;1;22;12.9;51;516.0;23;
/media;20110208;1;27;40.06;64;2003.0;32;
/media;20110209;2;31;1.844.144.144.144.140;128;2047.0;34;
/media;20110210;0;26;19.698.630.136.986.300;84;1438.0;27;
/media;20110211;1;8;2.613.157.894.736.840;42;993.0;9;
/media;20110212;2;12;3.454.545.454.545.450;38;1140.0;13;
/media;20110213;1;18;19.322.580.645.161.200;37;599.0;19;
/media;20110214;1;15;25.25;55;1313.0;16;
/media;20110215;3;21;16.333.333.333.333.300;93;1421.0;23;
/media;20110216;5;28;2.887.878.787.878.780;111;2859.0;32;
/media;20110217;0;20;2.077.777.777.777.770;115;2244.0;25;
/media;20110218;2;18;5.573.170.731.707.310;51;2285.0;19;
/media;20110219;0;16;18.369.565.217.391.300;53;845.0;18;
/media;20110220;3;21;2.970.967.741.935.480;41;921.0;22;
/media;20110221;5;23;7.821.951.219.512.190;55;3207.0;27;
/media;20110222;1;24;39.236.363.636.363.600;60;2158.0;24;
/media;20110223;2;19;29.794.117.647.058.800;46;1013.0;20;
/media;20110224;0;14;23.950.819.672.131.100;69;1461.0;15;
/media;20110225;1;24;1.372.340.425.531.910;62;645.0;25;
/media;20110226;1;12;18.423.076.923.076.900;30;479.0;12;
/media;20110227;0;2;17.333.333.333.333.300;3;52.0;2;
/media;20110228;3;13;1.024.390.243.902.430;52;420.0;15;
/media;20110301;5;27;18.257.425.742.574.200;115;1844.0;31;
/media;20110302;2;18;422.962.962.962.963;63;2284.0;22;
/media;20110303;3;34;52.095.238.095.238.000;101;4376.0;35;
/media;20110304;7;37;3.836.363.636.363.630;82;2532.0;41;
/media;20110305;5;19;18.625;47;745.0;21;
/media;20110306;2;25;25.721.153.846.153.800;115;2675.0;32;
/media;20110307;1;28;14.631.578.947.368.400;67;834.0;29;
/media;20110308;6;23;42.735.632.183.908.000;95;3718.0;27;
/media;20110309;7;40;25.401.129.943.502.800;199;4496.0;50;
/media;20110310;15;76;3.450.476.190.476.190;455;14492.0;98;
/media;20110311;0;28;22.567.164.179.104.400;76;1512.0;31;
/media;20110312;2;14;13.222.222.222.222.200;59;714.0;16;
/media;20110313;5;19;31.098.360.655.737.700;71;1897.0;24;
/media;20110314;4;29;4.548.039.215.686.270;122;4639.0;38;
/media;20110315;1;26;5.259.139.784.946.230;101;4891.0;28;
/media;20110316;12;40;4.819.024.390.243.900;223;9879.0;66;
/media;20110317;1;25;16.333.333.333.333.300;80;1176.0;29;
/media;20110318;0;32;25.242.424.242.424.200;112;2499.0;33;
/media;20110319;4;17;17.304.347.826.086.900;76;1194.0;18;
/media;20110320;1;7;303.125;19;485.0;7;
/media;20110321;2;34;29.091.603.053.435.100;143;3811.0;34;
/media;20110322;3;37;20.558.139.534.883.700;194;3536.0;42;
/media;20110323;4;33;5.347.014.925.373.130;150;7165.0;43;
/media;20110324;1;27;23.962.025.316.455.600;89;1893.0;33;
/media;20110325;3;19;1.446.875;70;926.0;26;
/media;20110326;3;13;1.290.625;39;413.0;15;
/media;20110327;5;18;309.811.320.754.717;62;1642.0;24;
/media;20110328;10;38;5.201.960.784.313.720;171;7959.0;58;
