"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:pagePath""}";"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:date""}";"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:visitLength""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:visits""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:visitors""}";"{""columnType"":""METRIC"";""dataType"":""TIME"";""name"":""ga:avgTimeOnPage""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:pageviews""}";"{""columnType"":""METRIC"";""dataType"":""TIME"";""name"":""ga:timeOnPage""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:uniquepageviews""}"
/;20110223;46;1;1;10.0;1;10.0;1
/;20110223;67;1;1;21.0;2;21.0;1
/;20110223;689;1;1;12.633.333.333.333.300;3;379.0;1
/;20110223;702;0;1;0.0;1;0.0;1
/;20110223;8;2;2;8.0;3;16.0;2
/;20110223;9;1;1;9.0;1;9.0;1
/;20110224;0;16;16;0.0;16;0.0;16
/;20110224;1036;1;1;56.0;1;56.0;1
/;20110224;1229;0;1;11.0;1;11.0;1
/;20110224;13;1;1;13.0;1;13.0;1
/;20110224;166;0;1;30.0;2;60.0;1
/;20110224;27;1;1;27.0;1;27.0;1
/;20110224;375;1;1;8.5;2;17.0;1
/;20110224;55;1;1;9.0;1;9.0;1
/;20110224;689;0;1;17.0;2;17.0;1
/;20110224;74;1;1;19.5;2;39.0;1
/;20110224;8;2;2;8.0;2;16.0;2
/;20110224;856;1;1;11.5;2;23.0;1
/;20110224;888;1;1;20.5;4;82.0;1
/;20110224;94;1;1;7.0;1;7.0;1
/;20110225;0;14;14;0.0;14;0.0;14
/;20110225;14;1;1;10.0;1;10.0;1
/;20110225;15;3;3;13.0;3;39.0;3
/;20110225;17;1;1;13.0;2;13.0;1
/;20110225;185;1;1;13.5;2;27.0;1
/;20110225;195;1;1;14.0;2;28.0;1
/;20110225;21;1;1;13.0;1;13.0;1
/;20110225;26;1;1;26.0;1;26.0;1
/;20110225;27;1;1;13.0;1;13.0;1
/;20110225;290;1;1;12.0;1;12.0;1
/;20110225;297;0;1;17.0;1;17.0;1
/;20110225;40;1;1;10.0;1;10.0;1
/;20110225;41;0;1;0.0;1;0.0;1
/;20110225;411;1;1;411.0;2;411.0;1
/;20110225;48;1;1;22.0;2;22.0;1
/;20110225;55;0;1;3.0;2;3.0;1
/;20110225;6;1;1;6.0;1;6.0;1
/;20110225;749;1;1;25.0;1;25.0;1
/;20110225;897;1;1;9.0;1;9.0;1
/;20110225;90;1;1;20.0;1;20.0;1
/;20110225;93;1;1;9.5;3;19.0;1
/;20110225;962;0;1;0.0;1;0.0;1
/;20110225;985;1;1;9.5;2;19.0;1
/;20110226;0;6;6;0.0;6;0.0;6
/;20110226;1085;1;1;15.5;2;31.0;1
/;20110226;1109;1;1;410.0;1;410.0;1
/;20110226;13;1;1;6.0;2;12.0;1
/;20110226;27;1;1;12.0;2;12.0;1
/;20110226;29;1;1;14.0;1;14.0;1
/;20110226;360;1;1;33.0;1;33.0;1
/;20110226;377;1;1;22.0;1;22.0;1
/;20110226;380;1;1;248.0;1;248.0;1
/;20110226;40;1;1;40.0;1;40.0;1
/;20110226;636;1;1;7.0;4;28.0;1
/;20110226;76;1;1;32.0;1;32.0;1
/;20110226;843;0;1;832.0;1;832.0;1
/;20110227;0;4;4;0.0;4;0.0;4
/;20110227;126;1;1;42.0;1;42.0;1
/;20110228;0;14;14;0.0;14;0.0;14
/;20110228;10;1;1;10.0;1;10.0;1
/;20110228;1028;1;1;509.5;2;1019.0;1
/;20110228;1629;1;1;1629.0;1;1629.0;1
/;20110228;20;1;1;11.0;1;11.0;1
/;20110228;201;1;1;50.25;5;201.0;1
/;20110228;218;0;1;14.0;2;14.0;1
/;20110228;279;1;1;22.0;1;22.0;1
/;20110228;31;1;1;6.0;2;6.0;1
/;20110228;34;1;1;7.0;1;7.0;1
/;20110228;348;1;1;15.0;1;15.0;1
/;20110228;38;1;1;32.0;1;32.0;1
/;20110228;40;2;2;40.0;2;80.0;2
/;20110228;401;1;1;4.5;2;9.0;1
/;20110228;513;0;1;0.0;1;0.0;1
/;20110228;664;0;1;0.0;1;0.0;1
/;20110228;8;1;1;8.0;1;8.0;1
/;20110228;88;1;1;88.0;1;88.0;1
/;20110228;89;1;1;62.0;1;62.0;1
/;20110228;9;1;1;8.0;1;8.0;1
/;20110301;0;18;18;0.0;18;0.0;18
/;20110301;10;1;1;10.0;1;10.0;1
/;20110301;126;1;1;31.0;2;31.0;1
/;20110301;14;1;1;11.0;2;11.0;1
/;20110301;14772;1;1;7.284.615.384.615.380;52;3788.0;1
/;20110301;150;0;1;0.0;1;0.0;1
/;20110301;177;1;1;16.0;1;16.0;1
/;20110301;187;1;1;50.0;1;50.0;1
/;20110301;2;1;1;2.0;1;2.0;1
/;20110301;21;1;1;14.0;1;14.0;1
/;20110301;230;1;1;61.0;2;61.0;1
/;20110301;24;1;1;24.0;2;24.0;1
/;20110301;247;1;1;5.0;1;5.0;1
/;20110301;25;1;1;7.0;1;7.0;1
/;20110301;256;1;1;238.0;1;238.0;1
/;20110301;27;1;1;27.0;1;27.0;1
/;20110301;293;1;1;8.5;2;17.0;1
/;20110301;295;1;1;20.0;1;20.0;1
/;20110301;3;1;1;3.0;2;3.0;1
/;20110301;33;1;1;18.0;1;18.0;1
/;20110301;3578;0;1;863.0;3;1726.0;1
/;20110301;389;1;1;376.0;2;376.0;1
/;20110301;39;1;1;13.0;1;13.0;1
/;20110301;44;1;1;32.0;1;32.0;1
/;20110301;445;0;1;1.0;1;1.0;1
/;20110301;46;1;1;23.0;3;46.0;1
/;20110301;503;0;1;0.0;1;0.0;1
/;20110301;63;1;1;8.0;1;8.0;1
/;20110301;643;1;1;10.0;1;10.0;1
/;20110301;676;0;1;5.0;1;5.0;1
/;20110301;71;1;1;21.0;2;21.0;1
/;20110301;844;1;1;35.0;2;70.0;1
/;20110301;86;1;1;86.0;1;86.0;1
/;20110301;927;1;1;218.0;1;218.0;1
/;20110302;0;23;22;0.0;23;0.0;23
/;20110302;10;2;2;7.0;2;14.0;2
/;20110302;100;1;1;100.0;1;100.0;1
/;20110302;115;0;1;0.0;1;0.0;1
/;20110302;13;1;1;13.0;1;13.0;1
/;20110302;130;1;1;130.0;1;130.0;1
/;20110302;14;1;1;8.0;2;8.0;1
/;20110302;1431;0;1;25.0;1;25.0;1
/;20110302;172;0;1;29.0;1;29.0;1
/;20110302;21;1;1;21.0;2;21.0;1
/;20110302;218;1;1;74.0;2;74.0;1
/;20110302;22;1;1;22.0;1;22.0;1
/;20110302;258;1;1;10.0;1;10.0;1
/;20110302;26;1;1;18.0;2;18.0;1
/;20110302;2681;1;1;407.5;2;815.0;1
/;20110302;269;1;1;11.0;1;11.0;1
/;20110302;27;1;1;26.0;1;26.0;1
/;20110302;278;1;1;181.0;1;181.0;1
/;20110302;282;0;1;0.0;1;0.0;1
/;20110302;3433;1;1;27.0;1;27.0;1
/;20110302;35;2;2;21.5;3;43.0;2
/;20110302;37;1;1;6.0;1;6.0;1
/;20110302;43;1;1;21.0;1;21.0;1
/;20110302;430;1;1;430.0;2;430.0;1
/;20110302;440;1;1;440.0;1;440.0;1
/;20110302;6;1;1;6.0;2;6.0;1
/;20110302;75;1;1;40.0;2;40.0;1
/;20110302;828;1;1;17.714.285.714.285.700;8;124.0;1
/;20110302;88;1;1;9.0;1;9.0;1
/;20110302;903;0;1;0.0;1;0.0;1
/;20110302;91;1;1;19.0;1;19.0;1
/;20110302;99;1;1;32.0;1;32.0;1
/;20110303;0;24;23;0.0;24;0.0;24
/;20110303;1;1;1;1.0;2;1.0;1
/;20110303;1042;0;1;3.0;2;3.0;1
/;20110303;10688;1;1;78.125;17;1250.0;1
/;20110303;11;2;2;11.0;2;22.0;2
/;20110303;114;1;1;27.5;2;55.0;1
/;20110303;124;1;1;9.0;2;18.0;1
/;20110303;125;1;1;31.0;3;62.0;1
/;20110303;127;1;1;109.0;2;109.0;1
/;20110303;14;0;1;0.0;1;0.0;1
/;20110303;143;1;1;85.0;1;85.0;1
/;20110303;1517;0;1;0.0;1;0.0;1
/;20110303;157;1;1;77.5;2;155.0;1
/;20110303;16;1;1;12.0;1;12.0;1
/;20110303;167;1;1;25.5;2;51.0;1
/;20110303;17;1;1;17.0;1;17.0;1
/;20110303;2;2;2;2.0;2;4.0;2
/;20110303;205;1;1;8.0;1;8.0;1
/;20110303;212;1;1;14.5;3;29.0;1
/;20110303;223;1;1;138.0;1;138.0;1
/;20110303;243;1;1;36.0;1;36.0;1
/;20110303;25;1;1;18.0;1;18.0;1
/;20110303;2711;1;1;15.666.666.666.666.600;3;47.0;1
/;20110303;28;1;1;4.0;1;4.0;1
/;20110303;289;1;1;17.0;1;17.0;1
/;20110303;33;1;1;29.0;1;29.0;1
/;20110303;337;1;1;43.0;2;86.0;1
/;20110303;36;1;1;36.0;2;36.0;1
/;20110303;40;0;1;16.0;1;16.0;1
/;20110303;41;1;1;17.0;1;17.0;1
/;20110303;46;1;1;17.0;1;17.0;1
/;20110303;5;1;1;5.0;1;5.0;1
/;20110303;51;1;1;51.0;1;51.0;1
/;20110303;54;2;2;33.5;2;67.0;2
/;20110303;646;1;1;7.0;1;7.0;1
/;20110303;65;1;1;22.0;1;22.0;1
/;20110303;69;0;1;0.0;1;0.0;1
/;20110303;71;1;1;18.0;3;36.0;1
/;20110303;74;1;1;9.0;1;9.0;1
/;20110303;85;1;1;85.0;1;85.0;1
/;20110303;9;1;1;9.0;1;9.0;1
/;20110304;0;24;24;0.0;24;0.0;24
/;20110304;11;1;1;11.0;1;11.0;1
/;20110304;111;1;1;17.5;3;35.0;1
/;20110304;129;1;1;39.0;2;39.0;1
/;20110304;138;1;1;22.0;1;22.0;1
/;20110304;139;0;1;36.0;2;36.0;1
/;20110304;145;1;1;9.5;2;19.0;1
/;20110304;1602;1;1;40.333.333.333.333.300;3;121.0;1
/;20110304;162;1;1;21.0;2;21.0;1
/;20110304;169;1;1;22.0;1;22.0;1
/;20110304;172;1;1;160.0;1;160.0;1
/;20110304;173;1;1;22.0;1;22.0;1
/;20110304;174;1;1;51.0;1;51.0;1
/;20110304;189;1;1;61.0;1;61.0;1
/;20110304;21;1;1;21.0;2;21.0;1
/;20110304;24;1;1;10.0;1;10.0;1
/;20110304;27;1;1;27.0;1;27.0;1
/;20110304;28;1;1;25.0;1;25.0;1
/;20110304;300;1;1;10.033.333.333.333.300;3;301.0;1
/;20110304;33;3;3;29.666.666.666.666.600;3;89.0;3
/;20110304;373;1;1;353.0;1;353.0;1
/;20110304;39;1;1;6.0;1;6.0;1
/;20110304;4;1;1;4.0;1;4.0;1
/;20110304;46;1;1;46.0;1;46.0;1
/;20110304;50;1;1;50.0;2;50.0;1
/;20110304;53;1;1;27.0;1;27.0;1
/;20110304;579;1;1;122.5;2;245.0;1
/;20110304;6;2;2;6.0;2;12.0;2
/;20110304;609;0;1;36.0;1;36.0;1
/;20110304;616;1;1;64.0;1;64.0;1
/;20110304;69;1;1;69.0;1;69.0;1
/;20110304;70;1;1;37.0;1;37.0;1
/;20110304;74;1;1;30.0;1;30.0;1
/;20110304;768;1;1;13.0;1;13.0;1
/;20110304;8584;0;1;35.0;3;105.0;1
/;20110304;9;1;1;5.0;1;5.0;1
/;20110304;90;1;1;90.0;1;90.0;1
/;20110304;91;1;1;32.0;1;32.0;1
/;20110304;96;1;1;9.0;1;9.0;1
/;20110305;0;10;10;0.0;10;0.0;10
/;20110305;1457;1;1;35.0;1;35.0;1
/;20110305;152;1;1;42.0;1;42.0;1
/;20110305;16;1;1;16.0;1;16.0;1
/;20110305;1654;0;1;50.0;1;50.0;1
/;20110305;189;1;1;23.0;1;23.0;1
/;20110305;201;1;1;53.0;1;53.0;1
/;20110305;204;1;1;8.0;1;8.0;1
/;20110305;216;1;1;46.0;1;46.0;1
/;20110305;242;1;1;25.0;2;50.0;1
/;20110305;35;1;1;35.0;1;35.0;1
/;20110305;368;1;1;33.0;1;33.0;1
/;20110305;37;1;1;22.0;1;22.0;1
/;20110305;4;1;1;4.0;2;4.0;1
/;20110305;40;1;1;14.0;1;14.0;1
/;20110305;48;2;2;25.0;2;50.0;2
/;20110305;54;1;1;54.0;2;54.0;1
/;20110305;66;1;1;66.0;1;66.0;1
/;20110305;705;1;1;705.0;1;705.0;1
/;20110305;774;1;1;112.0;5;560.0;1
/;20110306;0;15;15;0.0;15;0.0;15
/;20110306;1089;0;1;29.0;1;29.0;1
/;20110306;11;1;1;7.0;2;7.0;1
/;20110306;122;0;1;7.0;1;7.0;1
/;20110306;1601;1;1;46.0;2;46.0;1
/;20110306;19;1;1;19.0;1;19.0;1
/;20110306;1983;1;1;17.333.333.333.333.300;3;52.0;1
/;20110306;219;1;1;12.0;2;24.0;1
/;20110306;286;1;1;9.0;4;27.0;1
/;20110306;31;1;1;25.0;1;25.0;1
/;20110306;316;1;1;25.0;1;25.0;1
/;20110306;34;2;2;14.0;3;28.0;2
/;20110306;35;1;1;13.0;2;13.0;1
/;20110306;38;1;1;12.0;1;12.0;1
/;20110306;40;3;3;14.25;6;57.0;3
/;20110306;45;1;1;21.0;1;21.0;1
/;20110306;47;2;2;47.0;2;94.0;2
/;20110306;495;0;1;256.0;2;256.0;1
/;20110306;60;2;2;38.5;2;77.0;2
/;20110306;71;1;1;46.0;1;46.0;1
/;20110306;8;1;1;7.0;1;7.0;1
/;20110306;904;0;1;289.0;1;289.0;1
/;20110307;0;14;14;0.0;14;0.0;14
/;20110307;10;1;1;10.0;1;10.0;1
/;20110307;119;1;1;8.0;1;8.0;1
/;20110307;127;1;1;74.0;1;74.0;1
/;20110307;13;1;1;13.0;2;13.0;1
/;20110307;14;1;1;10.0;2;10.0;1
/;20110307;149;2;2;38.0;3;114.0;2
/;20110307;16;1;1;16.0;1;16.0;1
/;20110307;17;1;1;17.0;1;17.0;1
/;20110307;171;1;1;16.0;1;16.0;1
/;20110307;18;1;1;7.0;2;7.0;1
/;20110307;25;1;1;8.0;1;8.0;1
/;20110307;270;1;1;57.0;2;114.0;1
/;20110307;28;1;1;23.0;2;23.0;1
/;20110307;30;1;1;30.0;1;30.0;1
/;20110307;3129;1;1;377.2;6;1886.0;1
/;20110307;344;1;1;344.0;1;344.0;1
/;20110307;3505;1;1;14.0;1;14.0;1
/;20110307;359;1;1;8.0;1;8.0;1
/;20110307;41;1;1;19.0;1;19.0;1
/;20110307;47;1;1;41.0;1;41.0;1
/;20110307;52;1;1;40.0;1;40.0;1
/;20110307;568;1;1;16.0;3;48.0;1
/;20110307;58;1;1;43.0;1;43.0;1
/;20110307;6;1;1;6.0;1;6.0;1
/;20110307;68;1;1;22.0;2;22.0;1
/;20110307;72;1;1;11.0;1;11.0;1
/;20110307;752;1;1;128.0;1;128.0;1
/;20110307;78;0;1;38.0;1;38.0;1
/;20110308;0;23;22;0.0;23;0.0;23
/;20110308;102;1;1;79.0;1;79.0;1
/;20110308;116;1;1;39.5;3;79.0;1
/;20110308;12;2;2;12.0;2;24.0;2
/;20110308;1216;0;1;1093.0;1;1093.0;1
/;20110308;14;1;1;14.0;1;14.0;1
/;20110308;1759;0;1;0.0;1;0.0;1
/;20110308;178;0;1;39.0;2;78.0;1
/;20110308;214;1;1;9.0;1;9.0;1
/;20110308;24;1;1;24.0;1;24.0;1
/;20110308;33;1;1;33.0;1;33.0;1
/;20110308;37;1;1;3.0;1;3.0;1
/;20110308;403;1;1;56.0;1;56.0;1
/;20110308;438;1;1;13.6;6;68.0;1
/;20110308;5;1;1;5.0;1;5.0;1
/;20110308;512;1;1;497.0;1;497.0;1
/;20110308;59;1;1;59.0;1;59.0;1
/;20110308;596;1;1;21.0;1;21.0;1
/;20110308;63;1;1;20.0;1;20.0;1
/;20110308;632;0;1;90.0;6;450.0;1
/;20110308;6345;0;1;10.385.714.285.714.200;14;1454.0;1
/;20110308;67;1;1;34.0;1;34.0;1
/;20110308;7446;0;1;11.557.142.857.142.800;7;809.0;1
/;20110308;90;1;1;71.0;1;71.0;1
/;20110308;94;1;1;65.0;1;65.0;1
/;20110309;0;25;25;0.0;25;0.0;25
/;20110309;10;1;1;10.0;1;10.0;1
/;20110309;1039;1;1;260.0;1;260.0;1
/;20110309;11;1;1;11.0;1;11.0;1
/;20110309;119;1;1;24.0;1;24.0;1
/;20110309;12395;0;1;91.4;10;914.0;1
/;20110309;1313;1;1;1313.0;1;1313.0;1
/;20110309;14;1;1;14.0;1;14.0;1
/;20110309;1411;0;1;2.0;1;2.0;1
/;20110309;15;2;2;9.5;2;19.0;2
/;20110309;151;1;1;65.0;1;65.0;1
/;20110309;154;0;1;0.0;1;0.0;1
/;20110309;1582;1;1;26.0;1;26.0;1
/;20110309;18;1;1;9.0;1;9.0;1
/;20110309;19;2;2;15.0;2;30.0;2
/;20110309;196;1;1;38.0;1;38.0;1
/;20110309;20;1;1;7.0;1;7.0;1
/;20110309;2002;1;1;3.0;2;6.0;1
/;20110309;21;2;2;13.5;3;27.0;2
/;20110309;215;1;1;13.0;1;13.0;1
/;20110309;2447;1;1;7.883.333.333.333.330;6;473.0;1
/;20110309;2939;0;1;45.5;8;364.0;1
/;20110309;3;1;1;3.0;1;3.0;1
/;20110309;314;1;1;223.0;1;223.0;1
/;20110309;317;1;1;13.0;1;13.0;1
/;20110309;32;1;1;32.0;1;32.0;1
/;20110309;333;1;1;8.0;1;8.0;1
/;20110309;35;1;1;4.0;1;4.0;1
/;20110309;37;1;1;18.0;1;18.0;1
/;20110309;38;2;2;22.0;2;44.0;2
/;20110309;4;1;1;4.0;2;4.0;1
/;20110309;470;1;1;429.0;1;429.0;1
/;20110309;48;1;1;31.0;1;31.0;1
/;20110309;579;1;1;26.0;1;26.0;1
/;20110309;663;1;1;22.5;2;45.0;1
/;20110309;794;1;1;775.0;1;775.0;1
/;20110309;8;2;2;8.0;2;16.0;2
/;20110309;87;0;1;0.0;1;0.0;1
/;20110309;9;1;1;9.0;1;9.0;1
/;20110309;93;1;1;13.0;2;13.0;1
/;20110310;0;21;17;0.0;21;0.0;21
/;20110310;1;1;1;1.0;2;1.0;1
/;20110310;10;1;1;7.0;1;7.0;1
/;20110310;105;2;2;5.5;2;11.0;2
/;20110310;11;0;1;0.0;1;0.0;1
/;20110310;110;1;1;106.0;1;106.0;1
/;20110310;1122;1;1;16.0;2;32.0;1
/;20110310;119;1;1;18.0;1;18.0;1
/;20110310;12;3;3;12.0;3;36.0;3
/;20110310;1207;1;1;3.786.666.666.666.660;4;1136.0;1
/;20110310;121;0;1;11.0;1;11.0;1
/;20110310;1485;1;1;95.0;2;190.0;1
/;20110310;15;1;1;15.0;1;15.0;1
/;20110310;153;1;1;73.0;1;73.0;1
/;20110310;158;1;1;37.0;1;37.0;1
/;20110310;16;1;1;16.0;1;16.0;1
/;20110310;1676;1;1;64.0;1;64.0;1
/;20110310;1685;2;2;31.8;5;159.0;2
/;20110310;170;1;1;83.0;1;83.0;1
/;20110310;179;1;1;115.0;1;115.0;1
/;20110310;19;0;1;3.0;1;3.0;1
/;20110310;193;1;1;3.0;1;3.0;1
/;20110310;2;2;2;2.0;2;4.0;2
/;20110310;205;1;1;57.0;1;57.0;1
/;20110310;214;1;1;197.0;1;197.0;1
/;20110310;22;1;1;12.0;1;12.0;1
/;20110310;221;1;1;13.0;1;13.0;1
/;20110310;2304;1;1;60.5;2;121.0;1
/;20110310;242;1;1;5.0;2;10.0;1
/;20110310;259;1;1;171.0;1;171.0;1
/;20110310;26;2;2;18.5;2;37.0;2
/;20110310;267;1;1;20.0;2;40.0;1
/;20110310;28;1;1;28.0;1;28.0;1
/;20110310;285;1;1;62.0;1;62.0;1
/;20110310;29;1;1;4.0;1;4.0;1
/;20110310;311;0;1;13.0;1;13.0;1
/;20110310;3143;1;1;26.0;1;26.0;1
/;20110310;33;0;1;6.0;1;6.0;1
/;20110310;344;1;1;117.0;1;117.0;1
/;20110310;35;0;1;8.0;1;8.0;1
/;20110310;37;1;1;27.0;1;27.0;1
/;20110310;381;1;1;29.0;1;29.0;1
/;20110310;3866;1;1;7.0;1;7.0;1
/;20110310;4;2;2;4.0;2;8.0;2
/;20110310;42;1;1;34.0;2;34.0;1
/;20110310;448;1;1;130.5;2;261.0;1
/;20110310;45;1;1;11.0;2;11.0;1
/;20110310;48;1;1;8.0;1;8.0;1
/;20110310;49;1;1;13.0;1;13.0;1
/;20110310;5;3;3;5.0;3;15.0;3
/;20110310;5272;1;1;78.0;1;78.0;1
/;20110310;5780;0;1;10.5;2;21.0;1
/;20110310;6;1;1;6.0;1;6.0;1
/;20110310;603;1;1;8.333.333.333.333.330;3;25.0;1
/;20110310;613;1;1;115.0;1;115.0;1
/;20110310;63;1;1;24.0;1;24.0;1
/;20110310;645;0;1;8.0;1;8.0;1
/;20110310;7;1;1;7.0;1;7.0;1
/;20110310;706;1;1;19.0;1;19.0;1
/;20110310;757;1;1;749.0;1;749.0;1
/;20110310;762;1;1;7.0;1;7.0;1
/;20110310;77;1;1;7.0;1;7.0;1
/;20110310;774;1;1;63.333.333.333.333.300;3;190.0;1
/;20110310;7813;1;1;51.5;2;103.0;1
/;20110310;785;1;1;239.0;1;239.0;1
/;20110310;80;1;1;10.0;1;10.0;1
/;20110310;818;0;1;131.0;1;131.0;1
/;20110310;85;1;1;22.0;2;22.0;1
/;20110310;88;1;1;31.0;2;31.0;1
/;20110310;886;1;1;7.0;1;7.0;1
/;20110310;925;1;1;925.0;2;925.0;1
/;20110310;933;1;1;6.0;1;6.0;1
/;20110311;0;22;22;0.0;22;0.0;22
/;20110311;10;1;1;8.0;1;8.0;1
/;20110311;103;1;1;41.0;2;41.0;1
/;20110311;106;1;1;40.0;1;40.0;1
/;20110311;115;1;1;15.25;5;61.0;1
/;20110311;13;1;1;9.0;1;9.0;1
/;20110311;178;1;1;11.0;1;11.0;1
/;20110311;19;2;2;11.5;2;23.0;2
/;20110311;209;1;1;106.0;1;106.0;1
/;20110311;22;1;1;4.0;2;8.0;1
/;20110311;234;1;1;23.5;2;47.0;1
/;20110311;30;0;1;6.0;1;6.0;1
/;20110311;31;0;1;0.0;1;0.0;1
/;20110311;320;1;1;28.0;1;28.0;1
/;20110311;33;1;1;14.0;1;14.0;1
/;20110311;34;1;1;4.5;2;9.0;1
/;20110311;383;1;1;177.0;3;354.0;1
/;20110311;40;1;1;17.0;1;17.0;1
/;20110311;42;1;1;42.0;1;42.0;1
/;20110311;46;1;1;22.0;1;22.0;1
/;20110311;48;1;1;10.0;1;10.0;1
/;20110311;617;1;1;610.0;1;610.0;1
/;20110311;64;1;1;64.0;1;64.0;1
/;20110311;78;1;1;19.0;1;19.0;1
/;20110311;801;1;1;10.5;2;21.0;1
/;20110311;819;1;1;16.0;2;16.0;1
/;20110311;92;1;1;10.0;1;10.0;1
/;20110311;95;1;1;38.0;1;38.0;1
/;20110312;0;6;6;0.0;6;0.0;6
/;20110312;121;1;1;79.0;1;79.0;1
/;20110312;153;1;1;68.0;1;68.0;1
/;20110312;16;1;1;16.0;1;16.0;1
/;20110312;19;1;1;7.0;1;7.0;1
/;20110312;231;1;1;10.0;1;10.0;1
/;20110312;2896;1;1;23.0;1;23.0;1
/;20110312;3;1;1;3.0;1;3.0;1
/;20110312;36;1;1;23.0;1;23.0;1
/;20110312;4;1;1;4.0;1;4.0;1
/;20110312;41;1;1;7.0;1;7.0;1
/;20110312;43;1;1;43.0;2;43.0;1
/;20110312;47;1;1;21.0;2;21.0;1
/;20110312;558;1;1;40.5;2;81.0;1
/;20110312;62;1;1;62.0;1;62.0;1
/;20110312;8;1;1;8.0;2;8.0;1
/;20110312;823;1;1;8.0;1;8.0;1
/;20110312;960;1;1;9.5;2;19.0;1
/;20110313;0;19;12;0.0;19;0.0;19
/;20110313;11;1;1;11.0;1;11.0;1
/;20110313;12;1;1;12.0;1;12.0;1
/;20110313;1230;1;1;1230.0;1;1230.0;1
/;20110313;139;1;1;4.0;1;4.0;1
/;20110313;140;1;1;131.0;1;131.0;1
/;20110313;16;1;1;10.0;1;10.0;1
/;20110313;177;0;1;18.5;2;37.0;1
/;20110313;205;1;1;14.0;1;14.0;1
/;20110313;21;0;1;4.0;2;4.0;1
/;20110313;24;1;1;24.0;1;24.0;1
/;20110313;31;1;1;8.0;1;8.0;1
/;20110313;323;1;1;138.0;1;138.0;1
/;20110313;37;1;1;37.0;1;37.0;1
/;20110313;377;1;1;72.0;1;72.0;1
/;20110313;464;1;1;464.0;2;464.0;1
/;20110313;47;1;1;16.0;3;32.0;1
/;20110313;56;1;1;20.0;1;20.0;1
/;20110313;67;1;1;56.0;1;56.0;1
/;20110313;71;1;1;71.0;1;71.0;1
/;20110313;74;1;1;25.0;1;25.0;1
/;20110313;8;0;1;0.0;1;0.0;1
/;20110313;9;1;1;9.0;2;9.0;1
/;20110314;0;15;14;0.0;15;0.0;15
/;20110314;1022;1;1;6.0;2;6.0;1
/;20110314;1092;1;1;5.0;1;5.0;1
/;20110314;11;2;2;9.0;2;18.0;2
/;20110314;111;1;1;26.0;2;26.0;1
/;20110314;13;1;1;13.0;1;13.0;1
/;20110314;1446;0;1;11.0;3;33.0;1
/;20110314;15;1;1;15.0;1;15.0;1
/;20110314;1512;0;1;59.0;3;177.0;1
/;20110314;16;2;2;4.5;2;9.0;2
/;20110314;1615;1;1;11.0;1;11.0;1
/;20110314;1723;1;1;51.0;2;102.0;1
/;20110314;1762;1;1;68.5;2;137.0;1
/;20110314;18;3;3;15.666.666.666.666.600;3;47.0;3
/;20110314;20;1;1;20.0;1;20.0;1
/;20110314;208;1;1;17.0;1;17.0;1
/;20110314;23;1;1;23.0;1;23.0;1
/;20110314;261;1;1;9.0;2;18.0;1
/;20110314;2613;1;1;23.0;1;23.0;1
/;20110314;272;1;1;12.5;2;25.0;1
/;20110314;31;1;1;31.0;1;31.0;1
/;20110314;349;1;1;5.0;2;10.0;1
/;20110314;36;1;1;18.0;1;18.0;1
/;20110314;378;1;1;31.0;1;31.0;1
/;20110314;4;1;1;4.0;2;4.0;1
/;20110314;40;1;1;20.0;1;20.0;1
/;20110314;448;0;1;0.0;1;0.0;1
/;20110314;46;1;1;46.0;1;46.0;1
/;20110314;47;1;1;25.0;2;25.0;1
/;20110314;5;1;1;5.0;1;5.0;1
/;20110314;576;1;1;15.0;1;15.0;1
/;20110314;579;1;1;0.0;2;0.0;1
/;20110314;64;1;1;4.0;1;4.0;1
/;20110314;663;0;1;5.0;1;5.0;1
/;20110314;74;1;1;22.5;3;45.0;1
/;20110314;743;1;1;743.0;2;743.0;1
/;20110314;75;1;1;15.0;6;75.0;1
/;20110314;770;1;1;8.5;2;17.0;1
/;20110314;9;1;1;9.0;1;9.0;1
/;20110315;0;15;14;0.0;15;0.0;15
/;20110315;11;3;3;6.666.666.666.666.660;3;20.0;3
/;20110315;12;1;1;12.0;1;12.0;1
/;20110315;1276;1;1;6.5;2;13.0;1
/;20110315;18;4;4;14.75;5;59.0;4
/;20110315;188;1;1;51.0;1;51.0;1
/;20110315;19;1;1;4.0;1;4.0;1
/;20110315;204;0;1;1.0;1;1.0;1
/;20110315;21;1;1;5.0;1;5.0;1
/;20110315;222;1;1;4.0;1;4.0;1
/;20110315;245;1;1;10.0;1;10.0;1
/;20110315;247;1;1;69.0;3;207.0;1
/;20110315;27;1;1;20.0;1;20.0;1
/;20110315;28;1;1;6.0;1;6.0;1
/;20110315;287;0;1;0.0;1;0.0;1
/;20110315;32;1;1;16.0;1;16.0;1
/;20110315;343;1;1;52.0;1;52.0;1
/;20110315;353;1;1;63.0;2;63.0;1
